fare_id,price,currency_type,payment_method,transfers,transfer_duration
2066,5.05,USD,1,,
2067,5.25,USD,1,,
2068,5.65,USD,1,,
2069,5.90,USD,1,,
2070,6.20,USD,1,,
2071,6.60,USD,1,,
2072,7.15,USD,1,,
2073,7.55,USD,1,,
2074,6.25,USD,1,,
2075,7.55,USD,1,,
2076,8.00,USD,1,,
2077,7.40,USD,1,,
2078,3.80,USD,1,,
2079,7.15,USD,1,,
2080,6.70,USD,1,,
2081,6.50,USD,1,,
2082,6.10,USD,1,,
2083,5.65,USD,1,,
2084,5.00,USD,1,,
2085,4.45,USD,1,,
2086,2.30,USD,1,,
2087,2.30,USD,1,,
2088,2.30,USD,1,,
2089,2.30,USD,1,,
2090,2.30,USD,1,,
2091,2.30,USD,1,,
2092,6.75,USD,1,,
2093,2.30,USD,1,,
2094,3.60,USD,1,,
2095,12.35,USD,1,,
2096,8.05,USD,1,,
2097,8.90,USD,1,,
2098,9.20,USD,1,,
2099,8.20,USD,1,,
2100,8.95,USD,1,,
2101,3.80,USD,1,,
2102,4.30,USD,1,,
2103,9.90,USD,1,,
2104,4.90,USD,1,,
2105,7.40,USD,1,,
2106,5.90,USD,1,,
2107,5.65,USD,1,,
2108,5.45,USD,1,,
2109,5.25,USD,1,,
2110,5.20,USD,1,,
2111,5.10,USD,1,,
2112,4.95,USD,1,,
2113,4.80,USD,1,,
2114,4.80,USD,1,,
2115,4.80,USD,1,,
2116,5.15,USD,1,,
2117,5.35,USD,1,,
2118,5.70,USD,1,,
2119,6.00,USD,1,,
2120,6.30,USD,1,,
2121,6.65,USD,1,,
2122,7.25,USD,1,,
2123,7.65,USD,1,,
2124,6.30,USD,1,,
2125,7.60,USD,1,,
2126,8.10,USD,1,,
2127,7.50,USD,1,,
2128,3.80,USD,1,,
2129,7.25,USD,1,,
2130,6.75,USD,1,,
2131,6.60,USD,1,,
2132,6.15,USD,1,,
2133,5.75,USD,1,,
2134,5.10,USD,1,,
2135,4.65,USD,1,,
2136,2.30,USD,1,,
2137,2.30,USD,1,,
2138,2.30,USD,1,,
2139,2.30,USD,1,,
2140,2.30,USD,1,,
2141,2.30,USD,1,,
2142,2.30,USD,1,,
2143,6.75,USD,1,,
2144,3.60,USD,1,,
2145,12.45,USD,1,,
2146,8.15,USD,1,,
2147,9.00,USD,1,,
2148,9.25,USD,1,,
2149,8.25,USD,1,,
2150,9.00,USD,1,,
2151,3.80,USD,1,,
2152,3.80,USD,1,,
2153,9.65,USD,1,,
2154,4.65,USD,1,,
2155,7.55,USD,1,,
2156,6.05,USD,1,,
2157,5.80,USD,1,,
2158,5.60,USD,1,,
2159,5.40,USD,1,,
2160,5.30,USD,1,,
2161,5.20,USD,1,,
2162,5.10,USD,1,,
2163,4.95,USD,1,,
2164,4.95,USD,1,,
2165,4.95,USD,1,,
2166,5.30,USD,1,,
2167,5.50,USD,1,,
2168,5.85,USD,1,,
2169,6.15,USD,1,,
2170,6.45,USD,1,,
2171,6.80,USD,1,,
2172,7.40,USD,1,,
2173,7.80,USD,1,,
2174,6.45,USD,1,,
2175,7.75,USD,1,,
2176,8.25,USD,1,,
2177,7.65,USD,1,,
2178,3.80,USD,1,,
2179,7.40,USD,1,,
2180,6.90,USD,1,,
2181,6.75,USD,1,,
2182,6.30,USD,1,,
2183,5.90,USD,1,,
2184,5.25,USD,1,,
2185,4.90,USD,1,,
2186,3.85,USD,1,,
2187,3.85,USD,1,,
2188,3.85,USD,1,,
2189,3.85,USD,1,,
2190,3.60,USD,1,,
2191,3.60,USD,1,,
2192,3.60,USD,1,,
2193,3.60,USD,1,,
2194,6.75,USD,1,,
2195,12.60,USD,1,,
2196,8.30,USD,1,,
2197,9.10,USD,1,,
2198,9.40,USD,1,,
2199,8.40,USD,1,,
2200,9.15,USD,1,,
2201,12.80,USD,1,,
2202,13.10,USD,1,,
2203,18.55,USD,1,,
2204,13.45,USD,1,,
2205,11.55,USD,1,,
2206,11.10,USD,1,,
2207,10.85,USD,1,,
2208,10.65,USD,1,,
2209,10.30,USD,1,,
2210,10.15,USD,1,,
2211,9.95,USD,1,,
2212,9.70,USD,1,,
2213,9.35,USD,1,,
2214,9.35,USD,1,,
2215,9.35,USD,1,,
2216,9.35,USD,1,,
2217,7.10,USD,1,,
2218,9.35,USD,1,,
2219,9.35,USD,1,,
2220,10.10,USD,1,,
2221,10.60,USD,1,,
2222,11.35,USD,1,,
2223,11.75,USD,1,,
2224,10.10,USD,1,,
2225,11.75,USD,1,,
2226,13.10,USD,1,,
2227,12.50,USD,1,,
2228,12.55,USD,1,,
2229,12.25,USD,1,,
2230,11.75,USD,1,,
2231,11.60,USD,1,,
2232,11.15,USD,1,,
2233,10.70,USD,1,,
2234,9.75,USD,1,,
2235,9.65,USD,1,,
2236,12.00,USD,1,,
2237,12.00,USD,1,,
2238,12.00,USD,1,,
2239,12.00,USD,1,,
2240,12.15,USD,1,,
2241,12.20,USD,1,,
2242,12.35,USD,1,,
2243,12.45,USD,1,,
2244,12.60,USD,1,,
2245,6.75,USD,1,,
2246,12.25,USD,1,,
2247,13.10,USD,1,,
2248,13.40,USD,1,,
2249,13.25,USD,1,,
2250,14.00,USD,1,,
2251,8.45,USD,1,,
2252,8.75,USD,1,,
2253,14.20,USD,1,,
2254,9.15,USD,1,,
2255,6.00,USD,1,,
2256,6.80,USD,1,,
2257,6.55,USD,1,,
2258,6.35,USD,1,,
2259,6.10,USD,1,,
2260,6.05,USD,1,,
2261,5.95,USD,1,,
2262,5.80,USD,1,,
2263,5.70,USD,1,,
2264,5.70,USD,1,,
2265,5.70,USD,1,,
2266,5.40,USD,1,,
2267,5.15,USD,1,,
2268,4.85,USD,1,,
2269,4.55,USD,1,,
2270,4.25,USD,1,,
2271,2.30,USD,1,,
2272,2.30,USD,1,,
2273,2.30,USD,1,,
2274,4.90,USD,1,,
2275,6.20,USD,1,,
2276,8.75,USD,1,,
2277,8.15,USD,1,,
2278,8.25,USD,1,,
2279,7.95,USD,1,,
2280,7.45,USD,1,,
2281,7.30,USD,1,,
2282,6.85,USD,1,,
2283,6.40,USD,1,,
2284,5.80,USD,1,,
2285,5.80,USD,1,,
2286,7.75,USD,1,,
2287,7.75,USD,1,,
2288,7.75,USD,1,,
2289,7.75,USD,1,,
2290,7.80,USD,1,,
2291,7.90,USD,1,,
2292,8.05,USD,1,,
2293,8.15,USD,1,,
2294,8.30,USD,1,,
2295,12.25,USD,1,,
2296,6.75,USD,1,,
2297,2.80,USD,1,,
2298,3.30,USD,1,,
2299,8.95,USD,1,,
2300,9.70,USD,1,,
2301,9.30,USD,1,,
2302,9.60,USD,1,,
2303,15.05,USD,1,,
2304,10.00,USD,1,,
2305,6.85,USD,1,,
2306,7.60,USD,1,,
2307,7.40,USD,1,,
2308,7.20,USD,1,,
2309,6.95,USD,1,,
2310,6.90,USD,1,,
2311,6.80,USD,1,,
2312,6.65,USD,1,,
2313,6.55,USD,1,,
2314,6.55,USD,1,,
2315,6.55,USD,1,,
2316,6.25,USD,1,,
2317,6.00,USD,1,,
2318,5.70,USD,1,,
2319,5.40,USD,1,,
2320,5.10,USD,1,,
2321,4.75,USD,1,,
2322,4.15,USD,1,,
2323,3.60,USD,1,,
2324,5.75,USD,1,,
2325,7.00,USD,1,,
2326,9.60,USD,1,,
2327,9.00,USD,1,,
2328,9.10,USD,1,,
2329,8.75,USD,1,,
2330,8.30,USD,1,,
2331,8.10,USD,1,,
2332,7.70,USD,1,,
2333,7.25,USD,1,,
2334,6.65,USD,1,,
2335,6.65,USD,1,,
2336,8.60,USD,1,,
2337,8.60,USD,1,,
2338,8.60,USD,1,,
2339,8.60,USD,1,,
2340,8.65,USD,1,,
2341,8.70,USD,1,,
2342,8.90,USD,1,,
2343,9.00,USD,1,,
2344,9.10,USD,1,,
2345,13.10,USD,1,,
2346,2.80,USD,1,,
2347,6.75,USD,1,,
2348,2.30,USD,1,,
2349,9.80,USD,1,,
2350,10.55,USD,1,,
2351,9.60,USD,1,,
2352,9.90,USD,1,,
2353,15.35,USD,1,,
2354,10.30,USD,1,,
2355,7.10,USD,1,,
2356,7.90,USD,1,,
2357,7.70,USD,1,,
2358,7.45,USD,1,,
2359,7.25,USD,1,,
2360,7.20,USD,1,,
2361,7.10,USD,1,,
2362,6.95,USD,1,,
2363,6.85,USD,1,,
2364,6.85,USD,1,,
2365,6.85,USD,1,,
2366,6.55,USD,1,,
2367,6.30,USD,1,,
2368,5.95,USD,1,,
2369,5.70,USD,1,,
2370,5.35,USD,1,,
2371,5.00,USD,1,,
2372,4.45,USD,1,,
2373,4.05,USD,1,,
2374,6.00,USD,1,,
2375,7.30,USD,1,,
2376,9.90,USD,1,,
2377,9.30,USD,1,,
2378,9.40,USD,1,,
2379,9.05,USD,1,,
2380,8.60,USD,1,,
2381,8.40,USD,1,,
2382,8.00,USD,1,,
2383,7.55,USD,1,,
2384,6.95,USD,1,,
2385,6.95,USD,1,,
2386,8.85,USD,1,,
2387,8.85,USD,1,,
2388,8.85,USD,1,,
2389,8.85,USD,1,,
2390,8.95,USD,1,,
2391,9.00,USD,1,,
2392,9.20,USD,1,,
2393,9.25,USD,1,,
2394,9.40,USD,1,,
2395,13.40,USD,1,,
2396,3.30,USD,1,,
2397,2.30,USD,1,,
2398,6.75,USD,1,,
2399,10.10,USD,1,,
2400,10.85,USD,1,,
2401,8.60,USD,1,,
2402,8.90,USD,1,,
2403,14.35,USD,1,,
2404,9.30,USD,1,,
2405,8.25,USD,1,,
2406,6.50,USD,1,,
2407,6.25,USD,1,,
2408,6.10,USD,1,,
2409,5.85,USD,1,,
2410,5.80,USD,1,,
2411,5.75,USD,1,,
2412,5.75,USD,1,,
2413,5.80,USD,1,,
2414,5.80,USD,1,,
2415,5.80,USD,1,,
2416,5.95,USD,1,,
2417,6.20,USD,1,,
2418,6.55,USD,1,,
2419,6.80,USD,1,,
2420,7.10,USD,1,,
2421,7.50,USD,1,,
2422,8.05,USD,1,,
2423,8.45,USD,1,,
2424,7.15,USD,1,,
2425,8.45,USD,1,,
2426,2.30,USD,1,,
2427,2.30,USD,1,,
2428,8.40,USD,1,,
2429,2.30,USD,1,,
2430,3.90,USD,1,,
2431,4.10,USD,1,,
2432,4.50,USD,1,,
2433,4.95,USD,1,,
2434,5.60,USD,1,,
2435,5.95,USD,1,,
2436,7.85,USD,1,,
2437,7.85,USD,1,,
2438,7.85,USD,1,,
2439,7.85,USD,1,,
2440,7.95,USD,1,,
2441,8.00,USD,1,,
2442,8.20,USD,1,,
2443,8.25,USD,1,,
2444,8.40,USD,1,,
2445,13.25,USD,1,,
2446,8.95,USD,1,,
2447,9.80,USD,1,,
2448,10.10,USD,1,,
2449,6.75,USD,1,,
2450,2.30,USD,1,,
2451,9.35,USD,1,,
2452,9.65,USD,1,,
2453,15.10,USD,1,,
2454,10.05,USD,1,,
2455,9.00,USD,1,,
2456,7.25,USD,1,,
2457,7.00,USD,1,,
2458,6.80,USD,1,,
2459,6.60,USD,1,,
2460,6.55,USD,1,,
2461,6.50,USD,1,,
2462,6.50,USD,1,,
2463,6.55,USD,1,,
2464,6.55,USD,1,,
2465,6.55,USD,1,,
2466,6.70,USD,1,,
2467,6.95,USD,1,,
2468,7.25,USD,1,,
2469,7.55,USD,1,,
2470,7.85,USD,1,,
2471,8.20,USD,1,,
2472,8.80,USD,1,,
2473,9.20,USD,1,,
2474,7.90,USD,1,,
2475,9.15,USD,1,,
2476,2.30,USD,1,,
2477,3.95,USD,1,,
2478,9.15,USD,1,,
2479,4.15,USD,1,,
2480,4.65,USD,1,,
2481,4.85,USD,1,,
2482,5.25,USD,1,,
2483,5.70,USD,1,,
2484,6.35,USD,1,,
2485,6.70,USD,1,,
2486,8.60,USD,1,,
2487,8.60,USD,1,,
2488,8.60,USD,1,,
2489,8.60,USD,1,,
2490,8.70,USD,1,,
2491,8.75,USD,1,,
2492,8.95,USD,1,,
2493,9.00,USD,1,,
2494,9.15,USD,1,,
2495,14.00,USD,1,,
2496,9.70,USD,1,,
2497,10.55,USD,1,,
2498,10.85,USD,1,,
2499,2.30,USD,1,,
2500,6.75,USD,1,,
